dataset,size,variant,method,alpha,model_type,input_size,word2vec_len,epochs,batch_size,val_split,train_seconds,train_file,test_file,test_acc,timestamp,meta_path,acc,precision,recall,f1,auroc,pr_auc,pct
sst2,1_tiny,baseline,,,cnn,50,100,11,256,0.1,17.38,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.731651376146789,2025-10-19_00-11-13,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__baseline__2025-10-19_00-11-13.json,0.731651376146789,,,,,,5.0
sst2,1_tiny,baseline,,,cnn,50,100,13,256,0.1,10.09,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7580275229357798,2025-10-19_00-20-23,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__baseline__2025-10-19_00-20-23.json,0.7580275229357798,,,,,,5.0
sst2,1_tiny,baseline,,,cnn,50,100,15,256,0.1,10.64,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7408256880733946,2025-10-19_01-47-40,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__baseline__2025-10-19_01-47-39.json,0.7408256880733946,,,,,,5.0
sst2,1_tiny,eda,rd,0.1,cnn,50,100,15,256,0.1,12.74,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7282110091743119,2025-10-19_00-23-00,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rd_a0.1__2025-10-19_00-23-00.json,0.7282110091743119,,,,,,5.0
sst2,1_tiny,eda,rd,0.1,cnn,50,100,11,256,0.1,11.54,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7190366972477065,2025-10-19_01-50-15,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rd_a0.1__2025-10-19_01-50-15.json,0.7190366972477065,,,,,,5.0
sst2,1_tiny,eda,rd,0.2,cnn,50,100,11,256,0.1,11.15,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7419724770642202,2025-10-19_00-23-13,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rd_a0.2__2025-10-19_00-23-13.json,0.7419724770642202,,,,,,5.0
sst2,1_tiny,eda,rd,0.2,cnn,50,100,15,256,0.1,12.93,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7305045871559633,2025-10-19_01-50-30,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rd_a0.2__2025-10-19_01-50-30.json,0.7305045871559633,,,,,,5.0
sst2,1_tiny,eda,rd,0.3,cnn,50,100,9,256,0.1,10.39,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7224770642201835,2025-10-19_00-23-26,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rd_a0.3__2025-10-19_00-23-26.json,0.7224770642201835,,,,,,5.0
sst2,1_tiny,eda,rd,0.3,cnn,50,100,12,256,0.1,11.83,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.713302752293578,2025-10-19_01-50-44,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rd_a0.3__2025-10-19_01-50-44.json,0.713302752293578,,,,,,5.0
sst2,1_tiny,eda,rd,0.4,cnn,50,100,9,256,0.1,10.4,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7052752293577982,2025-10-19_00-23-39,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rd_a0.4__2025-10-19_00-23-39.json,0.7052752293577982,,,,,,5.0
sst2,1_tiny,eda,rd,0.4,cnn,50,100,8,256,0.1,10.42,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7155963302752294,2025-10-19_01-50-56,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rd_a0.4__2025-10-19_01-50-56.json,0.7155963302752294,,,,,,5.0
sst2,1_tiny,eda,rd,0.5,cnn,50,100,11,256,0.1,11.15,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7178899082568807,2025-10-19_00-23-52,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rd_a0.5__2025-10-19_00-23-52.json,0.7178899082568807,,,,,,5.0
sst2,1_tiny,eda,rd,0.5,cnn,50,100,9,256,0.1,10.73,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7236238532110092,2025-10-19_01-51-08,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rd_a0.5__2025-10-19_01-51-08.json,0.7236238532110092,,,,,,5.0
sst2,1_tiny,eda,ri,0.1,cnn,50,100,16,256,0.1,12.93,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7442660550458715,2025-10-19_00-11-58,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-ri_a0.1__2025-10-19_00-11-58.json,0.7442660550458715,,,,,,5.0
sst2,1_tiny,eda,ri,0.1,cnn,50,100,14,256,0.1,12.14,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7373853211009175,2025-10-19_00-21-48,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-ri_a0.1__2025-10-19_00-21-48.json,0.7373853211009175,,,,,,5.0
sst2,1_tiny,eda,ri,0.1,cnn,50,100,16,256,0.1,13.53,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7396788990825688,2025-10-19_01-49-06,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-ri_a0.1__2025-10-19_01-49-06.json,0.7396788990825688,,,,,,5.0
sst2,1_tiny,eda,ri,0.2,cnn,50,100,12,256,0.1,11.49,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7282110091743119,2025-10-19_00-22-02,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-ri_a0.2__2025-10-19_00-22-02.json,0.7282110091743119,,,,,,5.0
sst2,1_tiny,eda,ri,0.2,cnn,50,100,16,256,0.1,13.5,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7396788990825688,2025-10-19_01-49-21,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-ri_a0.2__2025-10-19_01-49-21.json,0.7396788990825688,,,,,,5.0
sst2,1_tiny,eda,ri,0.3,cnn,50,100,15,256,0.1,12.48,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7282110091743119,2025-10-19_00-12-12,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-ri_a0.3__2025-10-19_00-12-12.json,0.7282110091743119,,,,,,5.0
sst2,1_tiny,eda,ri,0.3,cnn,50,100,16,256,0.1,12.85,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7224770642201835,2025-10-19_00-22-16,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-ri_a0.3__2025-10-19_00-22-16.json,0.7224770642201835,,,,,,5.0
sst2,1_tiny,eda,ri,0.3,cnn,50,100,11,256,0.1,11.51,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7190366972477065,2025-10-19_01-49-35,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-ri_a0.3__2025-10-19_01-49-35.json,0.7190366972477065,,,,,,5.0
sst2,1_tiny,eda,ri,0.4,cnn,50,100,11,256,0.1,11.61,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7396788990825688,2025-10-19_00-22-30,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-ri_a0.4__2025-10-19_00-22-30.json,0.7396788990825688,,,,,,5.0
sst2,1_tiny,eda,ri,0.4,cnn,50,100,12,256,0.1,11.93,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7327981651376146,2025-10-19_01-49-48,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-ri_a0.4__2025-10-19_01-49-48.json,0.7327981651376146,,,,,,5.0
sst2,1_tiny,eda,ri,0.5,cnn,50,100,13,256,0.1,11.94,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7327981651376146,2025-10-19_00-22-44,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-ri_a0.5__2025-10-19_00-22-44.json,0.7327981651376146,,,,,,5.0
sst2,1_tiny,eda,ri,0.5,cnn,50,100,12,256,0.1,11.87,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7327981651376146,2025-10-19_01-50-02,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-ri_a0.5__2025-10-19_01-50-02.json,0.7327981651376146,,,,,,5.0
sst2,1_tiny,eda,rs,0.1,cnn,50,100,12,256,0.1,11.55,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7557339449541285,2025-10-19_00-24-06,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rs_a0.1__2025-10-19_00-24-06.json,0.7557339449541285,,,,,,5.0
sst2,1_tiny,eda,rs,0.1,cnn,50,100,13,256,0.1,12.16,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7557339449541285,2025-10-19_01-51-22,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rs_a0.1__2025-10-19_01-51-22.json,0.7557339449541285,,,,,,5.0
sst2,1_tiny,eda,rs,0.2,cnn,50,100,12,256,0.1,11.46,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7362385321100917,2025-10-19_00-24-20,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rs_a0.2__2025-10-19_00-24-20.json,0.7362385321100917,,,,,,5.0
sst2,1_tiny,eda,rs,0.2,cnn,50,100,12,256,0.1,11.77,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7247706422018348,2025-10-19_01-51-35,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rs_a0.2__2025-10-19_01-51-35.json,0.7247706422018348,,,,,,5.0
sst2,1_tiny,eda,rs,0.3,cnn,50,100,13,256,0.1,11.78,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7477064220183486,2025-10-19_00-24-34,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rs_a0.3__2025-10-19_00-24-34.json,0.7477064220183486,,,,,,5.0
sst2,1_tiny,eda,rs,0.3,cnn,50,100,13,256,0.1,12.09,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7568807339449541,2025-10-19_01-51-49,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rs_a0.3__2025-10-19_01-51-49.json,0.7568807339449541,,,,,,5.0
sst2,1_tiny,eda,rs,0.4,cnn,50,100,11,256,0.1,11.7,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7224770642201835,2025-10-19_00-24-48,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rs_a0.4__2025-10-19_00-24-48.json,0.7224770642201835,,,,,,5.0
sst2,1_tiny,eda,rs,0.4,cnn,50,100,10,256,0.1,11.12,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7442660550458715,2025-10-19_01-52-02,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rs_a0.4__2025-10-19_01-52-02.json,0.7442660550458715,,,,,,5.0
sst2,1_tiny,eda,rs,0.5,cnn,50,100,11,256,0.1,11.22,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7488532110091743,2025-10-19_00-25-01,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rs_a0.5__2025-10-19_00-25-01.json,0.7488532110091743,,,,,,5.0
sst2,1_tiny,eda,rs,0.5,cnn,50,100,10,256,0.1,11.03,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7626146788990825,2025-10-19_01-52-15,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-rs_a0.5__2025-10-19_01-52-15.json,0.7626146788990825,,,,,,5.0
sst2,1_tiny,eda,sr,0.1,cnn,50,100,16,256,0.1,14.62,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7144495412844036,2025-10-19_00-11-30,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-sr_a0.1__2025-10-19_00-11-30.json,0.7144495412844036,,,,,,5.0
sst2,1_tiny,eda,sr,0.1,cnn,50,100,16,256,0.1,13.02,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7339449541284404,2025-10-19_00-20-38,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-sr_a0.1__2025-10-19_00-20-37.json,0.7339449541284404,,,,,,5.0
sst2,1_tiny,eda,sr,0.1,cnn,50,100,15,256,0.1,12.94,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7350917431192661,2025-10-19_01-47-54,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-sr_a0.1__2025-10-19_01-47-54.json,0.7350917431192661,,,,,,5.0
sst2,1_tiny,eda,sr,0.2,cnn,50,100,14,256,0.1,12.18,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_sr_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7110091743119266,2025-10-19_00-20-52,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-sr_a0.2__2025-10-19_00-20-52.json,0.7110091743119266,,,,,,5.0
sst2,1_tiny,eda,sr,0.2,cnn,50,100,13,256,0.1,12.17,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_sr_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7350917431192661,2025-10-19_01-48-08,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-sr_a0.2__2025-10-19_01-48-08.json,0.7350917431192661,,,,,,5.0
sst2,1_tiny,eda,sr,0.3,cnn,50,100,9,256,0.1,10.38,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.694954128440367,2025-10-19_00-11-42,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-sr_a0.3__2025-10-19_00-11-42.json,0.694954128440367,,,,,,5.0
sst2,1_tiny,eda,sr,0.3,cnn,50,100,15,256,0.1,12.52,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7052752293577982,2025-10-19_00-21-06,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-sr_a0.3__2025-10-19_00-21-06.json,0.7052752293577982,,,,,,5.0
sst2,1_tiny,eda,sr,0.3,cnn,50,100,13,256,0.1,12.15,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7018348623853211,2025-10-19_01-48-22,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-sr_a0.3__2025-10-19_01-48-22.json,0.7018348623853211,,,,,,5.0
sst2,1_tiny,eda,sr,0.4,cnn,50,100,12,256,0.1,11.49,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_sr_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7293577981651376,2025-10-19_00-21-20,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-sr_a0.4__2025-10-19_00-21-20.json,0.7293577981651376,,,,,,5.0
sst2,1_tiny,eda,sr,0.4,cnn,50,100,13,256,0.1,12.11,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_sr_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7236238532110092,2025-10-19_01-48-36,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-sr_a0.4__2025-10-19_01-48-36.json,0.7236238532110092,,,,,,5.0
sst2,1_tiny,eda,sr,0.5,cnn,50,100,12,256,0.1,11.45,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_sr_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7018348623853211,2025-10-19_00-21-34,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-sr_a0.5__2025-10-19_00-21-34.json,0.7018348623853211,,,,,,5.0
sst2,1_tiny,eda,sr,0.5,cnn,50,100,10,256,0.1,13.51,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_sr_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.6961009174311926,2025-10-19_01-48-51,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-1_tiny__cnn__eda-sr_a0.5__2025-10-19_01-48-51.json,0.6961009174311926,,,,,,5.0
sst2,2_small,baseline,,,cnn,50,100,9,256,0.1,13.44,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7603211009174312,2025-10-19_00-25-19,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__baseline__2025-10-19_00-25-19.json,0.7603211009174312,,,,,,20.0
sst2,2_small,baseline,,,cnn,50,100,9,256,0.1,10.33,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7775229357798165,2025-10-19_01-52-27,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__baseline__2025-10-19_01-52-27.json,0.7775229357798165,,,,,,20.0
sst2,2_small,eda,rd,0.1,cnn,50,100,8,256,0.1,17.93,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7419724770642202,2025-10-19_00-29-17,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rd_a0.1__2025-10-19_00-29-17.json,0.7419724770642202,,,,,,20.0
sst2,2_small,eda,rd,0.1,cnn,50,100,10,256,0.1,20.54,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7442660550458715,2025-10-19_01-56-27,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rd_a0.1__2025-10-19_01-56-27.json,0.7442660550458715,,,,,,20.0
sst2,2_small,eda,rd,0.2,cnn,50,100,8,256,0.1,17.96,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.75,2025-10-19_00-29-38,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rd_a0.2__2025-10-19_00-29-38.json,0.75,,,,,,20.0
