dataset,size,variant,method,alpha,model_type,input_size,word2vec_len,epochs,batch_size,val_split,train_seconds,train_file,test_file,test_acc,timestamp,meta_path,acc,precision,recall,f1,auroc,pr_auc,pct
sst2,2_small,eda,rd,0.2,cnn,50,100,9,256,0.1,19.3,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7442660550458715,2025-10-19_01-56-49,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rd_a0.2__2025-10-19_01-56-49.json,0.7442660550458715,,,,,,20.0
sst2,2_small,eda,rd,0.3,cnn,50,100,9,256,0.1,19.03,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7373853211009175,2025-10-19_00-30-00,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rd_a0.3__2025-10-19_00-30-00.json,0.7373853211009175,,,,,,20.0
sst2,2_small,eda,rd,0.3,cnn,50,100,7,256,0.1,17.07,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7454128440366973,2025-10-19_01-57-08,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rd_a0.3__2025-10-19_01-57-08.json,0.7454128440366973,,,,,,20.0
sst2,2_small,eda,rd,0.4,cnn,50,100,7,256,0.1,16.71,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7534403669724771,2025-10-19_00-30-20,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rd_a0.4__2025-10-19_00-30-20.json,0.7534403669724771,,,,,,20.0
sst2,2_small,eda,rd,0.4,cnn,50,100,9,256,0.1,19.46,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7396788990825688,2025-10-19_01-57-30,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rd_a0.4__2025-10-19_01-57-30.json,0.7396788990825688,,,,,,20.0
sst2,2_small,eda,rd,0.5,cnn,50,100,7,256,0.1,16.76,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7672018348623854,2025-10-19_00-30-40,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rd_a0.5__2025-10-19_00-30-40.json,0.7672018348623854,,,,,,20.0
sst2,2_small,eda,rd,0.5,cnn,50,100,7,256,0.1,17.04,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7465596330275229,2025-10-19_01-57-49,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rd_a0.5__2025-10-19_01-57-49.json,0.7465596330275229,,,,,,20.0
sst2,2_small,eda,ri,0.1,cnn,50,100,10,256,0.1,20.03,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7442660550458715,2025-10-19_00-27-29,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-ri_a0.1__2025-10-19_00-27-29.json,0.7442660550458715,,,,,,20.0
sst2,2_small,eda,ri,0.1,cnn,50,100,8,256,0.1,18.25,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7717889908256881,2025-10-19_01-54-35,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-ri_a0.1__2025-10-19_01-54-35.json,0.7717889908256881,,,,,,20.0
sst2,2_small,eda,ri,0.2,cnn,50,100,9,256,0.1,18.95,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7580275229357798,2025-10-19_00-27-52,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-ri_a0.2__2025-10-19_00-27-52.json,0.7580275229357798,,,,,,20.0
sst2,2_small,eda,ri,0.2,cnn,50,100,10,256,0.1,20.47,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7442660550458715,2025-10-19_01-54-58,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-ri_a0.2__2025-10-19_01-54-58.json,0.7442660550458715,,,,,,20.0
sst2,2_small,eda,ri,0.3,cnn,50,100,9,256,0.1,19.07,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.768348623853211,2025-10-19_00-28-14,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-ri_a0.3__2025-10-19_00-28-14.json,0.768348623853211,,,,,,20.0
sst2,2_small,eda,ri,0.3,cnn,50,100,9,256,0.1,19.31,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7545871559633027,2025-10-19_01-55-20,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-ri_a0.3__2025-10-19_01-55-20.json,0.7545871559633027,,,,,,20.0
sst2,2_small,eda,ri,0.4,cnn,50,100,7,256,0.1,16.75,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7660550458715596,2025-10-19_00-28-34,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-ri_a0.4__2025-10-19_00-28-34.json,0.7660550458715596,,,,,,20.0
sst2,2_small,eda,ri,0.4,cnn,50,100,10,256,0.1,20.41,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7545871559633027,2025-10-19_01-55-43,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-ri_a0.4__2025-10-19_01-55-43.json,0.7545871559633027,,,,,,20.0
sst2,2_small,eda,ri,0.5,cnn,50,100,8,256,0.1,18.46,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7454128440366973,2025-10-19_00-28-57,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-ri_a0.5__2025-10-19_00-28-56.json,0.7454128440366973,,,,,,20.0
sst2,2_small,eda,ri,0.5,cnn,50,100,8,256,0.1,18.4,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7534403669724771,2025-10-19_01-56-04,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-ri_a0.5__2025-10-19_01-56-04.json,0.7534403669724771,,,,,,20.0
sst2,2_small,eda,rs,0.1,cnn,50,100,8,256,0.1,17.9,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7511467889908257,2025-10-19_00-31-01,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rs_a0.1__2025-10-19_00-31-01.json,0.7511467889908257,,,,,,20.0
sst2,2_small,eda,rs,0.1,cnn,50,100,10,256,0.1,20.54,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7775229357798165,2025-10-19_01-58-12,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rs_a0.1__2025-10-19_01-58-12.json,0.7775229357798165,,,,,,20.0
sst2,2_small,eda,rs,0.2,cnn,50,100,9,256,0.1,18.84,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7706422018348624,2025-10-19_00-31-23,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rs_a0.2__2025-10-19_00-31-23.json,0.7706422018348624,,,,,,20.0
sst2,2_small,eda,rs,0.2,cnn,50,100,9,256,0.1,19.36,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7729357798165137,2025-10-19_01-58-34,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rs_a0.2__2025-10-19_01-58-34.json,0.7729357798165137,,,,,,20.0
sst2,2_small,eda,rs,0.3,cnn,50,100,9,256,0.1,19.05,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7672018348623854,2025-10-19_00-31-45,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rs_a0.3__2025-10-19_00-31-45.json,0.7672018348623854,,,,,,20.0
sst2,2_small,eda,rs,0.3,cnn,50,100,7,256,0.1,17.07,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7844036697247706,2025-10-19_01-58-54,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rs_a0.3__2025-10-19_01-58-54.json,0.7844036697247706,,,,,,20.0
sst2,2_small,eda,rs,0.4,cnn,50,100,8,256,0.1,17.86,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7534403669724771,2025-10-19_00-32-06,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rs_a0.4__2025-10-19_00-32-06.json,0.7534403669724771,,,,,,20.0
sst2,2_small,eda,rs,0.4,cnn,50,100,8,256,0.1,18.17,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7568807339449541,2025-10-19_01-59-14,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rs_a0.4__2025-10-19_01-59-14.json,0.7568807339449541,,,,,,20.0
sst2,2_small,eda,rs,0.5,cnn,50,100,8,256,0.1,17.86,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7614678899082569,2025-10-19_00-32-27,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rs_a0.5__2025-10-19_00-32-27.json,0.7614678899082569,,,,,,20.0
sst2,2_small,eda,rs,0.5,cnn,50,100,7,256,0.1,19.75,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7729357798165137,2025-10-19_01-59-37,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-rs_a0.5__2025-10-19_01-59-37.json,0.7729357798165137,,,,,,20.0
sst2,2_small,eda,sr,0.1,cnn,50,100,9,256,0.1,21.3,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7431192660550459,2025-10-19_00-25-43,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-sr_a0.1__2025-10-19_00-25-43.json,0.7431192660550459,,,,,,20.0
sst2,2_small,eda,sr,0.1,cnn,50,100,12,256,0.1,22.69,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7327981651376146,2025-10-19_01-52-52,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-sr_a0.1__2025-10-19_01-52-52.json,0.7327981651376146,,,,,,20.0
sst2,2_small,eda,sr,0.2,cnn,50,100,7,256,0.1,16.72,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7385321100917431,2025-10-19_00-26-03,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-sr_a0.2__2025-10-19_00-26-03.json,0.7385321100917431,,,,,,20.0
sst2,2_small,eda,sr,0.2,cnn,50,100,7,256,0.1,17.04,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7305045871559633,2025-10-19_01-53-11,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-sr_a0.2__2025-10-19_01-53-11.json,0.7305045871559633,,,,,,20.0
sst2,2_small,eda,sr,0.3,cnn,50,100,9,256,0.1,18.86,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7442660550458715,2025-10-19_00-26-25,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-sr_a0.3__2025-10-19_00-26-25.json,0.7442660550458715,,,,,,20.0
sst2,2_small,eda,sr,0.3,cnn,50,100,8,256,0.1,18.24,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7408256880733946,2025-10-19_01-53-32,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-sr_a0.3__2025-10-19_01-53-32.json,0.7408256880733946,,,,,,20.0
sst2,2_small,eda,sr,0.4,cnn,50,100,9,256,0.1,18.99,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7293577981651376,2025-10-19_00-26-47,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-sr_a0.4__2025-10-19_00-26-47.json,0.7293577981651376,,,,,,20.0
sst2,2_small,eda,sr,0.4,cnn,50,100,8,256,0.1,18.13,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7522935779816514,2025-10-19_01-53-53,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-sr_a0.4__2025-10-19_01-53-53.json,0.7522935779816514,,,,,,20.0
sst2,2_small,eda,sr,0.5,cnn,50,100,6,256,0.1,15.56,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.6788990825688074,2025-10-19_00-27-06,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-sr_a0.5__2025-10-19_00-27-06.json,0.6788990825688074,,,,,,20.0
sst2,2_small,eda,sr,0.5,cnn,50,100,8,256,0.1,18.25,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7534403669724771,2025-10-19_01-54-14,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-2_small__cnn__eda-sr_a0.5__2025-10-19_01-54-14.json,0.7534403669724771,,,,,,20.0
sst2,3_standard,baseline,,,cnn,50,100,8,256,0.1,15.88,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.8004587155963303,2025-10-19_00-32-47,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__baseline__2025-10-19_00-32-47.json,0.8004587155963303,,,,,,50.0
sst2,3_standard,baseline,,,cnn,50,100,8,256,0.1,13.14,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7924311926605505,2025-10-19_01-59-52,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__baseline__2025-10-19_01-59-52.json,0.7924311926605505,,,,,,50.0
sst2,3_standard,eda,rd,0.1,cnn,50,100,9,256,0.1,26.84,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7706422018348624,2025-10-19_00-38-11,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-rd_a0.1__2025-10-19_00-38-11.json,0.7706422018348624,,,,,,50.0
sst2,3_standard,eda,rd,0.1,cnn,50,100,10,256,0.1,29.33,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7729357798165137,2025-10-19_02-05-04,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-rd_a0.1__2025-10-19_02-05-04.json,0.7729357798165137,,,,,,50.0
sst2,3_standard,eda,rd,0.2,cnn,50,100,10,256,0.1,28.7,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7694954128440367,2025-10-19_00-38-44,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-rd_a0.2__2025-10-19_00-38-44.json,0.7694954128440367,,,,,,50.0
sst2,3_standard,eda,rd,0.2,cnn,50,100,11,256,0.1,31.17,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7672018348623854,2025-10-19_02-05-38,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-rd_a0.2__2025-10-19_02-05-38.json,0.7672018348623854,,,,,,50.0
sst2,3_standard,eda,rd,0.3,cnn,50,100,9,256,0.1,26.66,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7477064220183486,2025-10-19_00-39-14,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-rd_a0.3__2025-10-19_00-39-14.json,0.7477064220183486,,,,,,50.0
sst2,3_standard,eda,rd,0.3,cnn,50,100,8,256,0.1,25.59,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7694954128440367,2025-10-19_02-06-07,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-rd_a0.3__2025-10-19_02-06-07.json,0.7694954128440367,,,,,,50.0
sst2,3_standard,eda,rd,0.4,cnn,50,100,7,256,0.1,23.19,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7545871559633027,2025-10-19_00-39-41,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-rd_a0.4__2025-10-19_00-39-41.json,0.7545871559633027,,,,,,50.0
sst2,3_standard,eda,rd,0.4,cnn,50,100,8,256,0.1,25.76,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7786697247706422,2025-10-19_02-06-35,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-rd_a0.4__2025-10-19_02-06-35.json,0.7786697247706422,,,,,,50.0
sst2,3_standard,eda,rd,0.5,cnn,50,100,9,256,0.1,26.74,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7637614678899083,2025-10-19_00-40-11,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-rd_a0.5__2025-10-19_00-40-11.json,0.7637614678899083,,,,,,50.0
sst2,3_standard,eda,rd,0.5,cnn,50,100,7,256,0.1,23.76,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7706422018348624,2025-10-19_02-07-02,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-rd_a0.5__2025-10-19_02-07-02.json,0.7706422018348624,,,,,,50.0
sst2,3_standard,eda,ri,0.1,cnn,50,100,10,256,0.1,28.76,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7614678899082569,2025-10-19_00-35-43,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-ri_a0.1__2025-10-19_00-35-43.json,0.7614678899082569,,,,,,50.0
sst2,3_standard,eda,ri,0.1,cnn,50,100,9,256,0.1,27.66,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7729357798165137,2025-10-19_02-02-42,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-ri_a0.1__2025-10-19_02-02-42.json,0.7729357798165137,,,,,,50.0
sst2,3_standard,eda,ri,0.2,cnn,50,100,8,256,0.1,25.03,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_ri_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7855504587155964,2025-10-19_00-36-12,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__cnn__eda-ri_a0.2__2025-10-19_00-36-12.json,0.7855504587155964,,,,,,50.0
